language,category,exam_type,name,content,plan
Filipino,Cerebral,Scanner,Brain scanner (katutubo),"Indikasyong klinikal: 
[Para makumpleto]
 Teknik ng imaging: 
Isinagawa ang pagsusuri nang walang iniksyon ng Contrast medium 
 Resulta: 
Tentorial floor:
- V4 median.
- Kawalan ng density abnormality ng brainstem at cerebellar parenchyma.
- Ang mga base tank ay libre.
Itaas na antas ng tentorial:
- Kawalan ng mga abnormalidad sa density ng parenkayma ng utak.
- Ang sistema ng ventricular ay may normal na morpolohiya.
- Ang mga istrukturang panggitna ay nasa lugar.
 Konklusyon: 
 CT utak na walang abnormalidad.",free
Filipino,Thorax,Scanner,Pag-scan sa dibdib,"Indikasyong klinikal: 
[Upang tukuyin ayon sa klinikal na kahilingan]
 Teknik ng imaging: 
Ang pagkuha ng dami ng thorax ay isinasagawa nang walang iniksyon ng contrast na produkto.
 Resulta: 
Mediastinal at cardiac window:
Trachea at proximal bronchi: Walang abnormalidad, libreng puno ng tracheobronchial.
Puso at pericardium: Normal na laki ng puso, walang pericardial effusion.
Mga node: Kawalan ng makabuluhang adenomegaly sa antas ng mediastino-hilar, parenchymal, axillary o supraclavicular.
Malaking sisidlan: Normal na hitsura, na walang nakikitang abnormalidad; walang palatandaan ng pulmonary embolism (nalilimitahan ng kawalan ng contrast).
Pleuroparenchymal window:
Lung parenchyma: Normal na densidad, walang maliliit na abnormalidad sa daanan ng hangin o mga senyales ng entrapment.
Nodules at lesyon: Walang kahina-hinala o umuusbong na nodules.
Pleural effusion: Wala.
Bintana ng buto:
Thoracic skeleton: Kawalan ng kahina-hinalang sugat.
Iba pang mga elemento:
Upper abdomen: Bahagyang paggalugad, hindi nakatuon.
Diaphragm: Walang nakitang mga subdiaphragmatic lymph node.
 Konklusyon: 
 CT normal na thoracic.
Walang kahina-hinalang parenchymal, pleural o lymph node lesyon.",free
Filipino,Tiyan at pelvis,Scanner,Pag-scan ng abdominopelvic,"Indikasyong klinikal: 
[Para makumpleto]
 Teknik ng imaging: 
Helical acquisition na may thin-section reconstructions, na isinasagawa nang walang intravenous injection ng iodinated contrast product.
 Resulta: 
Mga solidong organo:
Atay: Normal na laki at morpolohiya. Homogeneous spontaneous density, na walang focal lesion na makikita nang walang iniksyon.
Pali, pancreas, adrenal: Normal na anyo ng morphological, nang walang spontaneous size o density abnormality.
Kidney at urinary tract: Walang siksik na calculus o dilation ng pyelocalicial cavity. Pantog sa lugar, manipis na pader.
Mga duct at daluyan ng apdo:
Mga bile duct: Walang pagdilat ng intra- o extra-hepatic ducts.
Gallbladder: Normal na volume, walang radiopaque lithiasis.
Mga sisidlan: Ang aorta at malalaking sisidlan ay may normal na kalibre (sa kondisyon na walang kaibahan).
Iba pang mga istruktura:
Node: Kawalan ng halatang lymph node mass (adenomegaly).
Mga Cavity: Kawalan ng peritoneal effusion o pneumoperitoneum.
Digestive tract: Walang macroscopic wall dilatation o pampalapot.
Mga base at buto ng thoracic: Walang basal pleuropulmonary anomaly. Walang mga kahina-hinalang sugat sa buto.
 Konklusyon: 
Abdominopelvic scan nang walang iniksyon ng normal na contrast material.",free
Francais,Musculosquelettique,Radiographie conventionnelle,Radiographies des genoux (bilan de gonarthrose),"Indication :
Bilan douloureux des genoux. Recherche de gonarthrose.

Technique :
Radiographies des genoux réalisées selon les incidences standards : face en charge, profil, défilé fémoro-patellaire et Schuss.
Étude bilatérale (droite et gauche).

Résultats :

Structures osseuses :
Alignement satisfaisant des structures osseuses. Absence de fracture ou de lésion osseuse aiguë. Minéralisation conservée.

Interlignes articulaires :
Hauteur des interlignes fémoro-tibiaux et fémoro-patellaires respectée, sans pincement significatif.

Surfaces articulaires :
Absence de remaniements arthrosiques visibles (pas d’ostéophytose, pas de géodes, pas de condensation sous-chondrale).

Parties molles :
Pas d’anomalie des parties molles péri-articulaires.
Absence d’épanchement intra-articulaire visible.

Conclusion :
Aspect radiographique des genoux sans argument en faveur d’une gonarthrose.
Absence d’anomalie osseuse ou articulaire décelable.",free
Francais,Thorax,Radiographie conventionnelle,Radiographie du thorax,"Indication : 
Bilan à préciser.

Technique : 
Radiographie du thorax réalisée en incidence de face (postéro-antérieure), en position debout et en inspiration profonde.

Résultats :

Champs pulmonaires : Transparence pulmonaire normale. Absence de foyer d'alvéolite, de nodule ou de syndrome interstitiel suspect.

Plèvre : Absence d'épanchement pleural (culs-de-sac pleuraux libres) ou de décollement de la plèvre viscérale (pas de pneumothorax).

Médiastin : Silhouette cardiaque de taille et de morphologie normales. Médiastin de largeur physiologique. Hiles de densité normale.

Contenant : Intégrité de la charpente osseuse (côtes, clavicules, rachis). Absence d'anomalie des parties molles ou des coupoles diaphragmatiques.

Conclusion : 
Radiographie thoracique normale : absence d'anomalie pleuro-pulmonaire, parenchymateuse ou médiastinale évolutive.",free
Francais,Cérébral,Scanner,Scanner cérébral (natif),"Indication : 
[À compléter]
Technique : 
Examen réalisé sans injection de PDC
Résultat :
Etage sous tentoriel :
- V4 médian.
- Absence d'anomalie de densité du tronc cérébral et du parenchyme cérébelleux.
- Les citernes de la base sont libres.
Etage sus tentoriel :
- Absence d'anomalies de densité du parenchyme cérébral.
- Le système ventriculaire est de morphologie normale.
- Les structures médianes sont en place.
Conclusion :
TDM cérébrale sans anomalie.",free
Francais,Thorax,Scanner,Scanner thoracique,"Indication :
[À préciser selon la demande clinique]
Technique :
Acquisition volumique du thorax réalisée sans injection de produit de contraste.
Résultats  :
Fenêtre médiastinale et cardiaque :
Trachée et bronches proximales : Pas d’anomalie, arbre trachéo-bronchique libre.
Cœur et péricarde : Taille cardiaque normale, sans épanchement péricardique.
Ganglions : Absence d’adénomégalie significative au niveau médiastino-hilaire, parenchymateuse, axillaire ou sus-claviculaire.
Gros vaisseaux : Aspect normal, sans anomalie visible ; pas de signe d’embolie pulmonaire (limité par l’absence de contraste).
Fenêtre pleuro-parenchymateuse :
Parenchyme pulmonaire : Densité normale, sans anomalie des petites voies aériennes ou signe de piégeage.
Nodules et lésions : Aucun nodule suspect ou évolutif.
Épanchement pleural : Absent.
Fenêtre osseuse :
Squelette thoracique : Absence de lésion suspecte.
Autres éléments :
Abdomen supérieur : Exploration partielle, non dédiée.
Diaphragme : Aucun ganglion sous-diaphragmatique détecté.
Conclusion :
TDM thoracique normale.
Pas de lésion parenchymateuse, pleurale ou ganglionnaire suspecte.",free
Francais,Abdomen et pelvis,Scanner,Scanner abdominopelvien,"Indication :
[À compléter]
Technique :
Acquisition hélicoïdale avec reconstructions en coupes fines, réalisée sans injection intraveineuse de produit de contraste iodé.
Résultats :
Organes pleins :
Foie : Taille et morphologie normales. Densité spontanée homogène, sans lésion focalisée visible sans injection.
Rate, pancréas, surrénales : Aspect morphologique normal, sans anomalie de taille ou de densité spontanée.
Reins et voies urinaires : Pas de calcul dense ni de dilatation des cavités pyélocalicielles. Vessie en place, à paroi fine.
Voies biliaires et vaisseaux :
Voies biliaires : Pas de dilatation des voies intra ou extra-hépatiques.
Vésicule biliaire : Volume normal, sans lithiase radio-opaque.
Vaisseaux : L’aorte et les gros vaisseaux présentent un calibre normal (sous réserve de l'absence de contraste).
Autres structures :
Ganglions : Absence de masse ganglionnaire (adénomégalie) évidente.
Cavités : Absence d’épanchement péritonéal ou de pneumopéritoine.
Tube digestif : Pas de dilatation ou d'épaississement pariétal macroscopique.
Bases thoraciques et os : Pas d’anomalie pleuro-pulmonaire basale. Pas de lésion osseuse d'allure suspecte.
Conclusion :
Scanner abdomino-pelvien sans injection de produit de contraste normal.",free
Grec,Μυοσκελετικό,Radiographie conventionnelle,Ακτινογραφίες γονάτων (εκτίμηση γονάρθρωσης),"Κλινική ένδειξη: 
Επώδυνη εκτίμηση των γονάτων. Αναζήτηση για γονάρθρωση.

 Τεχνική: 
Ακτινογραφίες των γονάτων που λαμβάνονται σύμφωνα με τυπικές όψεις: φορτωμένο πρόσωπο, προφίλ, επιγονατιδομηριαία διαδρομή και Schuss.
Διμερής μελέτη (δεξιά και αριστερά).

 Ευρήματα: 

Δομές οστών:
Ικανοποιητική ευθυγράμμιση των οστικών δομών. Απουσία κατάγματος ή οξείας βλάβης των οστών. Η μεταλλοποίηση διατηρείται.

Κοινές γραμμές:
Το ύψος του μηροκνημιαίου και μηροεπιγονατιδικού διαστήματος τηρήθηκε, χωρίς σημαντικό τσίμπημα.

Αρθρικές επιφάνειες:
Απουσία ορατών οστεοαρθριτικών αλλαγών (χωρίς οστεοφυτία, χωρίς γεώδες, χωρίς υποχόνδρια συμπύκνωση).

Μαλακά μέρη:
Καμία ανωμαλία του περιαρθρικού μαλακού ιστού.
Απουσία ορατής ενδοαρθρικής συλλογής.

 Συμπέρασμα: 
Ακτινογραφική εμφάνιση των γονάτων χωρίς ενδείξεις υπέρ γονάρθρωσης.
Απουσία ανιχνεύσιμης ανωμαλίας των οστών ή των αρθρώσεων.",free
Grec,Θώρακας,Radiographie conventionnelle,Ακτινογραφία θώρακος,"Κλινική ένδειξη: 
Η αξιολόγηση πρέπει να διευκρινιστεί.

 Τεχνική: 
Ακτινογραφία θώρακος σε μετωπική όψη (οπισθο-πρόσθια), σε όρθια θέση και με βαθιά έμπνευση.

 Ευρήματα: 

Πνευμονικά πεδία: Φυσιολογική διαφάνεια των πνευμόνων. Απουσία κυψελίτιδας, οζιδίου ή ύποπτου διάμεσου συνδρόμου.

Υπεζωκότα: Απουσία υπεζωκοτικής συλλογής (ελεύθερη υπεζωκοτική συλλογή) ή αποκόλληση του σπλαχνικού υπεζωκότα (χωρίς πνευμοθώρακα).

Μεσοθωράκιο: Καρδιακή σιλουέτα φυσιολογικού μεγέθους και μορφολογίας. Μεσοθωράκιο φυσιολογικού πλάτους. Χιλές κανονικής πυκνότητας.

Περιέχει: Ακεραιότητα του οστικού πλαισίου (πλευρές, κλείδες, σπονδυλική στήλη). Απουσία ανωμαλίας των μαλακών τμημάτων ή των διαφραγματικών θόλων.

 Συμπέρασμα: 
Φυσιολογική ακτινογραφία θώρακος: απουσία προοδευτικής πλευροπνευμονικής, παρεγχυματικής ή μεσοθωρακικής ανωμαλίας.",free
Grec,Εγκεφαλικός,Scanner,Σαρωτής εγκεφάλου (εγγενής),"Κλινική ένδειξη: 
[Θα συμπληρωθεί]
 Τεχνική: 
Η εξέταση πραγματοποιήθηκε χωρίς ένεση Σκιαγραφικό 
 Ευρήματα: 
Κατοικία:
- V4 διάμεσος.
- Απουσία ανωμαλίας πυκνότητας του εγκεφαλικού στελέχους και του παρεγκεφαλιδικού παρεγχύματος.
- Οι δεξαμενές βάσης είναι ελεύθερες.
Ανώτερο επίπεδο θητείας:
- Απουσία ανωμαλιών πυκνότητας του εγκεφαλικού παρεγχύματος.
- Το κοιλιακό σύστημα είναι φυσιολογικής μορφολογίας.
- Οι διάμεσες δομές είναι στη θέση τους.
 Συμπέρασμα: 
 Αξονική εγκέφαλος χωρίς ανωμαλία.",free
Grec,Θώρακας,Scanner,Σάρωση στήθους,"Κλινική ένδειξη: 
[Να καθοριστεί σύμφωνα με το κλινικό αίτημα]
 Τεχνική: 
Η απόκτηση όγκου του θώρακα πραγματοποιήθηκε χωρίς ένεση σκιαγραφικού.
 Ευρήματα: 
Μεσοθωρακικό και καρδιακό παράθυρο:
Τραχεία και εγγύς βρόγχοι: Καμία ανωμαλία, ελεύθερο τραχειοβρογχικό δέντρο.
Καρδιά και περικάρδιο: Φυσιολογικό μέγεθος καρδιάς, χωρίς περικαρδιακή συλλογή.
Κόμβοι: Απουσία σημαντικής αδενομεγαλίας σε μεσοθωρακικό, παρεγχυματικό, μασχαλιαίο ή υπερκλείδιο επίπεδο.
Μεγάλα αγγεία: Φυσιολογική εμφάνιση, χωρίς ορατή ανωμαλία. κανένα σημάδι πνευμονικής εμβολής (περιορίζεται από την απουσία σκιαγραφικού).
Πλευροπαρεγχυματικό παράθυρο:
Πνευμονικό παρέγχυμα: Φυσιολογική πυκνότητα, χωρίς μικρές ανωμαλίες των αεραγωγών ή σημεία παγίδευσης.
Οζίδια και βλάβες: Δεν υπάρχουν ύποπτα ή εξελισσόμενα οζίδια.
Υπεζωκοτική συλλογή: Απουσιάζει.
Κόκκαλο παράθυρο:
Θωρακικός σκελετός: Απουσία ύποπτης βλάβης.
Άλλα στοιχεία:
Άνω κοιλιά: Μερική εξερεύνηση, όχι αφιερωμένη.
Διάφραγμα: Δεν ανιχνεύθηκαν υποδιαφραγματικοί λεμφαδένες.
 Συμπέρασμα: 
 Αξονική φυσιολογικός θωρακικός.
Δεν υπάρχουν ύποπτες βλάβες του παρεγχύματος, του υπεζωκότα ή των λεμφαδένων.",free
Grec,Κοιλιά και λεκάνη,Scanner,Πυελική τομογραφία,"Κλινική ένδειξη: 
[Θα συμπληρωθεί]
 Τεχνική: 
Ελικοειδής λήψη με ανακατασκευές λεπτής τομής, που πραγματοποιείται χωρίς ενδοφλέβια ένεση ιωδιούχου σκιαγραφικού.
 Ευρήματα: 
Στερεά όργανα:
Ήπαρ: Φυσιολογικό μέγεθος και μορφολογία. Ομοιογενής αυτόματη πυκνότητα, χωρίς εστιακή βλάβη ορατή χωρίς ένεση.
Σπλήνας, πάγκρεας, επινεφρίδια: Φυσιολογική μορφολογική εμφάνιση, χωρίς αυθόρμητο μέγεθος ή ανωμαλία στην πυκνότητα.
Νεφρά και ουροποιητικό σύστημα: Χωρίς πυκνή πέτρα ή διαστολή των πυελοτοπικών κοιλοτήτων. Η κύστη στη θέση της, με λεπτό τοίχωμα.
Χολικοί πόροι και αγγεία:
Χολικοί πόροι: Καμία διάταση των ενδο- ή εξωηπατικών πόρων.
Χοληδόχος κύστη: Φυσιολογικός όγκος, χωρίς ακτινοσκιερή λιθίαση.
Αγγεία: Η αορτή και τα μεγάλα αγγεία έχουν φυσιολογικό διαμέτρημα (με την προϋπόθεση ότι δεν υπάρχει αντίθεση).
Άλλες δομές:
Αδένες: Απουσία εμφανούς λεμφαδενικής μάζας (αδενομεγαλία).
Κοιλότητες: Απουσία περιτοναϊκής συλλογής ή πνευμοπεριτόναιο.
Πεπτικό σύστημα: Χωρίς μακροσκοπική διαστολή ή πάχυνση του τοιχώματος.
Θωρακικές βάσεις και οστά: Καμία βασική πλευροπνευμονική ανωμαλία. Χωρίς ύποπτες οστικές αλλοιώσεις.
 Συμπέρασμα: 
Πυελική σάρωση χωρίς έγχυση κανονικού σκιαγραφικού υλικού.",free
